id,source_name,title,author_name,publish_date,accident_date,content,tags,day_of_the_week,time,time_in_hours,rush_hour,weekend_weekday,locality,road_name,road_type,vehicle_count,vehicle_involved,male_count,female_count,total_driver_count,min_age,max_age,young_driver_involved,adult_driver_involved,senior_driver_involved,child_involved,senior_involved,visibility,wind_speed,temperature,severity,ambulance_called,additional_source_name,additional_url
293,Times of Malta,Motorcyclist hurt in Aldo Moro collision with car,Times of Malta,24/05/2025,24/05/2025,"A motorcyclist was grievously injured on Saturday morning following a collision with a car on Marsa’s Triq Aldo Moro. The man, a 37-year-old Albanian national who lives in St Paul’s Bay, was riding a Yamaha GPD125-A motorcycle. He was involved in a collision with a Toyota Aygo driven by a 65-year-old San Gwann man. The crash was reported to the police at around 7.15am. Emergency services were called to the scene and a medical team took the motorcyclist to Mater Dei Hospital by ambulance. Medics later certified him as being grievously injured. A police investigation into the case is ongoing.","{Accident,Marsa,National,Traffic}",Saturday,morning,715,1,weekend,Marsa,Triq Aldo Moro,main road,2.0,car-motorcycle,2.0,0.0,2.0,37.0,65.0,0.0,2.0,0.0,0.0,0.0,10.0,27.8,24.0,High,1.0,,
294,Times of Malta,"Boy 5, hit by car door mirror, seriously injured",Times of Malta,25/05/2025,25/05/2025,"A boy, 5, suffered serious head injuries when he was hit by a car's door mirror on Sunday, the police said. The accident happened in Triq ċ-Ċern, Bugibba, at 1.15pm. The car was a Volkswagen Polo driven by a 22-year-old man from Msida.  An ambulance team assisted the boy and rushed him to hospital. Magistrate Philip Galea Farrugia is holding an inquiry.","{National,Traffic}",Sunday,afternoon,1315,0,weekend,Bugibba,Triq il Halel,residential,2.0,car-pedestrian,1.0,0.0,1.0,5.0,22.0,1.0,0.0,0.0,1.0,0.0,10.0,38.9,25.0,High,1.0,,
296,Times of Malta,"Motorcyclist, 35, dies in Xemxija bypass crash",Times of Malta,27/05/2025,27/05/2025,"Updated 5.20pm A motorcyclist died following a crash on the Xemxija bypass on Tuesday afternoon, a police spokesperson has confirmed. The motorist, 35-year-old Qormi resident Shaun Coppola, died upon impact after he lost control of his Suzuki motorcycle at around 12.30pm.  The road was closed for accident investigations and reopened after some two hours.  Magistrate Ian Farrugia is leading an inquiry into the case. The newly formed Roads Policing Unit is also investigating the case.","{Accident,National,""St Paul's Bay""}",Tuesday,afternoon,1230,0,weekday,Xemxija,Xemxija Bypass,bypass,1.0,motorcycle,1.0,0.0,1.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,31.5,26.0,Fatal,1.0,,
297,Times of Malta,"Motorist injured as van crashes into pole, bursts into flames",Times of Malta,03/06/2025,03/06/2025,"A motorist was seriously injured early on Tuesday when his van crashed into a pole and caught fire. The police said the accident happened on Marfa Road at 4.30am when the driver, a 62-year-old from Rabat, lost control of his Peugeot Partner. It crashed into a pole, with the front part catching fire. The motorist was assisted by an ambulance crew and hospitalised. The blaze was extinguished by firefighters.","{National,Traffic}",Tuesday,night,430,0,weekday,Marfa,Marfa Road,roundabout,1.0,car,1.0,0.0,1.0,62.0,62.0,0.0,0.0,1.0,0.0,1.0,10.0,25.9,26.0,High,1.0,,
298,Times of Malta,Motorcyclist seriously injured in St Paul's Bay hit-and-run accident,Times of Malta,05/06/2025,04/06/2025,"A man was left with serious injuries on Wednesday night after a hit-and-run traffic accident in St Paul’s Bay. The 21-year-old Nepalese national, a resident of the area where the accident on Kennedy Drive took place, was injured after the Peugeot Tweet motorcycle he was riding was hit by a vehicle that was driven away from the scene, the police said. The motorcyclist was treated at the scene before being taken to Mater Dei, where his injuries were certified as serious. Police investigations are ongoing.","{Accident,National,""St Paul's Bay"",Traffic}",Wednesday,night,2115,0,weekday,St Paul's Bay,Kennedy Drive,bypass,2.0,car-motorcycle,1.0,0.0,1.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,10.0,27.8,27.0,High,1.0,Lovin Malta,https://lovinmalta.com/news/21-year-old-motorcyclist-injured-in-st-pauls-bay-hit-and-run/
299,Times of Malta,"Five taken to hospital, including toddler, following St Paul's Bay crash",Times of Malta,07/06/2025,06/06/2025,"Five people, including a two-year-old, were taken to hospital on Friday night following a collision in St Paul’s Bay. The crash happened on the corner of Triq Paredes and Triq il-Parroċċa at around 8.30pm, a police spokesperson said. One of the vehicles involved was a Seat Leon driven by a 22-year-old woman from Msida. She was taken to hospital with grievous injuries. Her two passengers – a 21-year-old man from St Paul’s Bay and a two-year-old boy – were both slightly injured in the crash. The other car involved was a Mercedes C180 driven by a man, with another man in the passenger seat. The passenger was grievously injured. The police had no further details about the Mercedes occupants at the time of writing. All five people involved were taken to Mater Dei Hospital by ambulance. Civil Protection Department officials were deployed to clear the crash site and render the road surface safe.","{Accident,National,""St Paul's Bay"",Traffic}",Friday,night,2030,0,weekend,St Paul's Bay,Triq Paredes and Triq il-Parrocca,residential,2.0,car-car,3.0,1.0,2.0,2.0,22.0,1.0,0.0,0.0,1.0,0.0,10.0,16.7,30.0,High,1.0,,
300,Times of Malta,Motorcyclist hurt in Xewkija crash,Times of Malta,07/06/2025,06/06/2025,"A motorcyclist was grievously injured in a collision with a car in Xewkija on Friday afternoon, the police said in a statement. The 39-year-old Xagħra man was riding KTM motorbike on Triq l-Imġarr at around 5.30pm when he was involved in a crash with a Mazda CX-3 car driven by a 36-year-old woman, also from Xagħra. A medical team was called to the site and the motorcyclist was taken to Gozo General Hospital by ambulance. Medical personnel there have certified his injuries as being of a grievous nature. A police investigation is ongoing.","{Accident,National,Xewkija}",Friday,afternoon,1730,1,weekend,Xewkija,Triq l-Imgarr,main road,2.0,car-motorcycle,1.0,1.0,2.0,36.0,39.0,0.0,1.0,0.0,0.0,0.0,10.0,16.7,30.0,High,1.0,,
301,Times of Malta,Motorcyclist dies following Senglea crash,Times of Malta,07/06/2025,07/06/2025,"A motorcyclist died on Saturday afternoon after a collision on the Senglea seafront.   The victim, named as 43-year-old Charlo Calleja, received first aid from a medical team but was certified dead on site.  Police said the incident happened at around 5pm on Triq ix-Xatt Juan B Azopardo.   The victim lost control of the vehicle and crashed into a bollard that separates the road from the pavement, the police said.  Magistrate Joseph Mifsud has appointed an inquiry as police investigations are ongoing. It is the second fatal accident in a day. A Żebbuġ man died after he was crushed by his own truck in the Ħal Far industrial estate on Saturday morning.","{Accident,National,Senglea}",Saturday,afternoon,1700,1,weekend,Senglea,Triq ix-Xatt Juan B Azopardo,residential,1.0,motorcycle,1.0,0.0,1.0,43.0,43.0,0.0,1.0,0.0,0.0,0.0,10.0,16.7,33.0,Fatal,1.0,,
302,Times of Malta,Tributes pour in for two men who tragically died in separate accidents,Marc Galdes,08/06/2025,07/06/2025,"Tributes have poured in on social media for two men who tragically lost their lives in separate accidents on Saturday. Paul Xuereb, a 67-year-old man from Żebbuġ, died after he was crushed by his own truck in Ħal Far’s industrial estate on Saturday morning. Later on that day, 43-year-old Charlo Calleja from Senglea died after he lost control of his motorbike and crashed on the Senglea seafront.  As news of their deaths spread, friends and relatives shared photos, messages of remembrance, and heartfelt condolences online. Many expressed their shock and grief at the sudden loss of both men. Paul Xuereb Paul Xuereb, more commonly known as Pawlu, used to work with cargo company White Brothers Limited. The company expressed its sorrow in a Facebook post, saying they were “deeply saddened” by the news of his death. “When Paul was part of our team, he was a valued colleague who contributed significantly during his time with us. On behalf of everyone at White Brothers Ltd, we extend our heartfelt condolences to his family and loved ones during this difficult time,” the company wrote. Two of his nephews, each shared a poem commemorating Paul's life, attached with a photo of Paul standing next to a tractor. “Kulħadd jaf li kont ġenwin, Raġel b’valuri, dejjem sinċier u fin (Everyone knows you were genuine, A man of values, always sincere and kind),” one of them wrote.  Many people described Calleja as having a ""heart of gold"" and a ""sweet and natural spirit"" Another friend reminisced about their many conversations while sitting on their motorbikes, even as recently as the day before the accident. Someone else posted on their page a picture of Calleja smiling with the caption: “You had a heart of gold, but life can be cruel to us. You will always be in our hearts."" ""You were one of my best and loyal friends. Fly high, till we meet again,"" another friend wrote.","{Accident,National,""Social And Personal""}",Saturday,morning,0,0,weekend,Hal-Far,Industrial estate,residential,1.0,truck,1.0,0.0,1.0,67.0,67.0,0.0,0.0,1.0,0.0,1.0,10.0,16.7,33.0,Fatal,1.0,,
303,Times of Malta,Tributes pour in for two men who tragically died in separate accidents,Marc Galdes,08/06/2025,07/06/2025,"Tributes have poured in on social media for two men who tragically lost their lives in separate accidents on Saturday. Paul Xuereb, a 67-year-old man from Żebbuġ, died after he was crushed by his own truck in Ħal Far’s industrial estate on Saturday morning. Later on that day, 43-year-old Charlo Calleja from Senglea died after he lost control of his motorbike and crashed on the Senglea seafront.  As news of their deaths spread, friends and relatives shared photos, messages of remembrance, and heartfelt condolences online. Many expressed their shock and grief at the sudden loss of both men. Paul Xuereb Paul Xuereb, more commonly known as Pawlu, used to work with cargo company White Brothers Limited. The company expressed its sorrow in a Facebook post, saying they were “deeply saddened” by the news of his death. “When Paul was part of our team, he was a valued colleague who contributed significantly during his time with us. On behalf of everyone at White Brothers Ltd, we extend our heartfelt condolences to his family and loved ones during this difficult time,” the company wrote. Two of his nephews, each shared a poem commemorating Paul's life, attached with a photo of Paul standing next to a tractor. “Kulħadd jaf li kont ġenwin, Raġel b’valuri, dejjem sinċier u fin (Everyone knows you were genuine, A man of values, always sincere and kind),” one of them wrote.  Many people described Calleja as having a ""heart of gold"" and a ""sweet and natural spirit"" Another friend reminisced about their many conversations while sitting on their motorbikes, even as recently as the day before the accident. Someone else posted on their page a picture of Calleja smiling with the caption: “You had a heart of gold, but life can be cruel to us. You will always be in our hearts."" ""You were one of my best and loyal friends. Fly high, till we meet again,"" another friend wrote.","{Accident,National,""Social And Personal""}",Saturday,morning,0,0,weekend,Hal-Far,Industrial estate,residential,1.0,truck,1.0,0.0,1.0,43.0,43.0,0.0,0.0,1.0,0.0,1.0,10.0,16.7,33.0,Fatal,1.0,,
304,Times of Malta,"Cyclist, 67, killed in Marsascala collision",Times of Malta,12/06/2025,12/06/2025,"Updated 3.10pm A 67-year old cyclist from Żejtun died on Thursday morning following a road collision in Marsascala. The accident occurred on Triq Villabate at around 10am and involved a van, a car, and a bicycle being ridden by the victim, the police said.  The police confirmed all vehicles were driving in the direction of Marsascala. The van and car were involved in a collision and upon impact one of the vehicles hit the cyclist, a police spokesman said.  The cyclist was given medical assistance but was certified dead on site. The police said investigations are still ongoing. Magistrate Philip Galea Farrugia is leading the inquiry.  It is the ninth road fatality this year but the first cyclist to be killed following a traffic accident since 2018. This is a breaking news story. More details to follow.","{Accident,Marsascala,National,Police}",Thursday,morning,1000,0,weekday,Marsascala,Triq Villabate,bypass,3.0,car-truck-bicycle,1.0,0.0,2.0,67.0,67.0,0.0,0.0,0.0,0.0,1.0,10.0,14.8,32.0,Fatal,1.0,,
305,Times of Malta,Xagħra man crashes motorbike into Xewkija crash barrier,Times of Malta,14/06/2025,13/06/2025,A 64-year-old Xaghra man was grievously injured on Friday evening when he crashed his motorcycle into a barrier on Xewkija’s Triq Sant’ Elizabetta. The police said in a statement that the incident was reported to the police at around 10pm. The man was given first aid on-site and then taken to Gozo General Hospital by ambulance for further treatment. A police investigation into the incident is under way.,"{Accident,National,Xewkija}",Friday,evening,2200,0,weekend,Xewkija,Triq Sant Elizabetta,residential,1.0,motorcycle,1.0,0.0,1.0,64.0,64.0,0.0,0.0,1.0,0.0,0.0,10.0,27.8,31.0,High,1.0,,
306,Times of Malta,53-year-old motorcyclist grievously injured in Luqa car collision,Times of Malta,19/06/2025,19/06/2025,"Updated 6.13pm A motorcyclist was taken to hospital on Thursday with grievous injuries after being involved in a traffic accident in Luqa.  Police said the accident happened on Triq Ħal Farruġ at around 10.15am, when a 53-year-old man from Żabbar who was driving his Yamaha motorbike was involved in a collision with a Toyota Funcargo driven by a 39-year old man from Luqa.  The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries.  The accident is the fourth one reported on Thursday.  Late on Wednesday night, a 32-year-old driver died after a collision between two cars on Mdina Road, in Żebbuġ. A 53-year-old coach driver was also taken to the hospital after losing control of the vehicle and crashing into a rubble wall in Żejtun. A German woman was seriously injured after being run over by a car in Floriana.","{Accident,Luqa,National,Police}",Thursday,morning,1015,0,weekday,Luqa,Triq Hal Farrug,junction,1.0,car-motorcycle,2.0,0.0,2.0,39.0,53.0,0.0,1.0,0.0,0.0,0.0,10.0,16.7,28.0,High,1.0,,
